,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3417,0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
1314,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
3491,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
241,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
3475,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6
749,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15
2571,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
3251,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
1515,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
418,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
3870,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
1085,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
1428,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
3596,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10
86,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
11,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
607,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10
73,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
2372,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
3095,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
3552,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,8
1952,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
1723,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1858,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
782,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
2611,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
2355,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
2151,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
1535,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
1246,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
2283,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,7
3538,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
3156,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10
4021,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
3577,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11
997,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
1469,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8
350,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
3941,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
3649,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
453,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11
3344,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13
2131,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
2654,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
4017,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
8,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
237,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
924,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
1573,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
393,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
2321,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
3907,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
1287,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
3360,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
1458,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
2349,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9
2330,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
3835,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
1432,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5
3304,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
3762,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
727,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
3428,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4
2032,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
865,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
224,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
2044,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
1100,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
1033,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
398,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
1718,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
4051,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
2217,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
2958,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
3565,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
1477,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
3052,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
716,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8
1553,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
1456,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7
1220,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,7
472,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
2480,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
4059,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
3165,0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
2229,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
1099,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,7
1419,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
3843,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
281,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
2392,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
1002,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
1047,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
2563,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7
2310,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,13
3926,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
2295,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
2456,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
310,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
2047,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
159,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13
177,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
2412,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
1414,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
1660,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
1673,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
1983,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
319,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
2736,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
1031,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
3693,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11
1505,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
2163,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
3401,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
1330,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
1399,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
771,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
1459,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
1943,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
476,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
4160,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11
464,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
3816,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
603,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
687,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
49,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
1302,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
2935,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
3141,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,5
2919,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
99,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
4111,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
3278,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
836,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
3986,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
2274,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
401,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
2098,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
2187,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
228,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
3709,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10
1334,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
1348,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
2212,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
1496,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
529,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
449,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,18
3255,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5
1042,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
1187,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
